 parcel_id,land_use,property_address, property_city, sale_date, sale_price, sold_as_vacant,acreage, neighborhood, land_value,building_value, total_value,finished_area,year_built, bed_rooms,full_bath,half_bath
094 01 0 020.00,SINGLE FAMILY,516  S 12TH ST,NASHVILLE,2015-02-10,439900,No,0.18,2328,25000,287900,312900,2238,2015,4,2,1
094 01 0 237.00,SINGLE FAMILY,700  S 14TH ST,NASHVILLE,2015-02-13,453417,No,0.18,2328,25000,375100,400100,2775,2015,3,2,1
094 01 0 258.00,SINGLE FAMILY,906  S 14TH ST,NASHVILLE,2015-02-19,121000,No,0.14,2328,25000,86200,111200,851,1955,3,1,0
094 01 0 304.00,SINGLE FAMILY,1420  SEVIER CT,NASHVILLE,2015-02-18,115000,No,0.15,2328,25000,342200,367200,2797.44006,2016,4,3,0
094 02 0 076.00,SINGLE FAMILY,1708  ELECTRIC AVE,NASHVILLE,2015-02-13,105000,No,0.17,2328,25000,42200,67200,968,1930,3,1,0
094 05 0 069.00,SINGLE FAMILY,919  S 13TH CT,NASHVILLE,2015-02-20,85000,No,0.15,2328,21300,113500,134800,894.08,1960,2,1,0
043 04 0 004.00,SINGLE FAMILY,117  WARREN DR,OLD HICKORY,2015-02-20,119900,No,0.24,6226,17000,68600,85600,1150,1958,2,1,0
044 11 0 052.00,SINGLE FAMILY,401  HADLEY AVE,OLD HICKORY,2015-02-12,50000,No,0.22,6226,17000,58400,83500,924,1929,3,1,0
044 15 0 122.00,SINGLE FAMILY,908  HADLEY AVE,OLD HICKORY,2015-02-04,189900,No,0.34,6226,17000,161300,178300,2029,1951,3,2,0
044 15 0 218.00,SINGLE FAMILY,908  CLARKE ST,OLD HICKORY,2015-02-05,169000,No,0.12,6226,27000,109300,136300,1264,1928,3,1,0
044 15 0 343.00,SINGLE FAMILY,1007  CLARKE ST,OLD HICKORY,2015-02-19,150000,No,0.11,6226,27000,93100,121400,1050,1928,3,1,0
052 13 0 050.00,SINGLE FAMILY,2616  MIAMI AVE,NASHVILLE,2015-02-02,150700,No,0.15,4126,30000,108500,138500,1221,2014,2,2,0
053 08 0 017.00,SINGLE FAMILY,307  24TH ST,OLD HICKORY,2015-02-05,199900,No,0.21,6231,15000,207900,222900,2129,1961,3,2,1
063 08 0 063.00,SINGLE FAMILY,4004  CUMBERLAND AVE,OLD HICKORY,2015-02-12,115000,No,0.25,6230,25000,103600,128600,1118,2007,3,2,0
064 01 0 007.00,SINGLE FAMILY,402  BRANDYWINE DR,OLD HICKORY,2015-02-02,290000,No,1.14,6227,99000,151000,287100,2581.79999,1966,3,3,1
065 13 0 024.00,SINGLE FAMILY,4861  BIG HORN DR,OLD HICKORY,2015-02-13,150000,No,0.38,6228,25000,110100,135100,2267.75,1971,3,2,0
065 13 0 081.00,SINGLE FAMILY,4827  SHSHONE DR,OLD HICKORY,2015-02-12,130000,No,0.29,6228,25000,84900,109900,1176,1977,3,1,1
073 07 0 028.00,SINGLE FAMILY,2410  KIMBERLY DR,NASHVILLE,2015-02-12,204900,No,0.57,4127,26000,134500,160500,1687,1960,3,2,0
073 07 0 242.00,ZERO LOT LINE,2435  ROBBIE CT,NASHVILLE,2015-02-02,85000,No,0.19,4127,21000,56400,77400,1020,1985,2,1,1
073 12 0 083.00,SINGLE FAMILY,2416  VALE LN,NASHVILLE,2015-02-26,150000,No,0.62,4127,26000,87300,123400,1275,1959,3,1,0
074 08 0 214.00,SINGLE FAMILY,139  JACKSONIAN DR,HERMITAGE,2015-02-06,129900,No,0.36,6233,21000,92100,113100,1715.5,1965,3,2,0
075 01 0 034.00,DUPLEX,923  OAK VALE,HERMITAGE,2015-02-06,125000,No,0.3,6233,21000,81500,102500,1416,1978,4,2,0
075 08 0 087.00,SINGLE FAMILY,645  ATLANTA DR,HERMITAGE,2015-02-20,145000,No,0.29,6228,27000,80800,107800,1200,1971,3,1,1
075 08 0 223.00,SINGLE FAMILY,733  ALBANY DR,HERMITAGE,2015-02-02,165000,No,0.45,6228,27000,108600,135600,1640.25,1985,3,2,0
075 12 0 018.00,VACANT RESIDENTIAL LAND,605  BELGIUM DR,HERMITAGE,2015-02-11,23000,Yes,0.28,6228,27000,23300,51500,1813,2016,3,3,0
076 01 0 127.00,ZERO LOT LINE,509  HIDDEN HILL DR,HERMITAGE,2015-02-06,102000,No,0.26,6229,20000,67800,87800,1326.5,1985,3,2,0
084 08 0 072.00,SINGLE FAMILY,3005  MELODY LN,NASHVILLE,2015-02-20,223000,No,0.44,4127,34000,117100,154100,1547,1960,3,1,1
084 11 0 023.00,SINGLE FAMILY,2235  AUBREY CT,NASHVILLE,2015-02-20,160000,No,0.26,4130,22000,124700,146700,1737,1953,3,1,1
084 11 0 085.00,SINGLE FAMILY,2216  SELMA AVE,NASHVILLE,2015-02-10,208000,No,1.02,4130,34100,165200,199300,1986,1957,4,3,0
084 16 0 116.00,SINGLE FAMILY,2528  PARK DR,NASHVILLE,2015-02-12,50000,No,0.23,4130,22000,54400,77900,904,1940,2,1,0
086 07 0 088.00,SINGLE FAMILY,409  SCENICWAY KNOB,HERMITAGE,2015-02-05,140000,No,0.32,6229,22000,101300,123300,1196,1986,2,2,0
086 07 0 146.00,SINGLE FAMILY,1529  MARKET SQ,HERMITAGE,2015-02-13,152000,No,0.19,6229,22000,91500,113500,1238,1986,3,2,0
086 08 0 058.00,SINGLE FAMILY,2120  STROMBURY DR,HERMITAGE,2015-02-02,194000,No,0.24,6229,22000,169300,191300,2510,1991,3,2,1
086 12 0 011.00,SINGLE FAMILY,461  ROCKWOOD DR,HERMITAGE,2015-02-05,106400,No,0.18,6229,23000,73500,96500,1127,1980,3,1,1
086 16 0 007.00,SINGLE FAMILY,405  ROCKWOOD DR,HERMITAGE,2015-02-03,120000,No,0.19,6229,23000,69700,92700,1027,1978,3,1,1
087 09 0 044.00,DUPLEX,4544  BROOKE VALLEY DR,HERMITAGE,2015-02-06,87500,No,0.18,6229,22000,40100,62100,1518,1984,4,2,0
087 09 0 086.00,SINGLE FAMILY,4824  MYRA DR,HERMITAGE,2015-02-20,240900,No,0.34,6229,35000,134900,169900,1916,2004,3,2,1
087 13 0 008.00,DUPLEX,4444  GINA BROOKE DR,HERMITAGE,2015-02-04,96500,No,0.19,6229,22000,39200,61200,1518,1983,4,2,0
095 05 0 048.00,SINGLE FAMILY,1955  DAHLIA DR,NASHVILLE,2015-02-11,136760,No,0.51,4129,30000,86300,116300,1371,1960,3,1,1
095 07 0 052.00,SINGLE FAMILY,2304  DEERWOOD RD,NASHVILLE,2015-02-10,235000,No,0.37,4130,26000,185400,211400,2564.32507,1951,5,2,0
095 11 0 022.00,SINGLE FAMILY,429  WOODBERRY DR,NASHVILLE,2015-02-02,125800,No,0.43,4130,19000,95600,114600,975,1955,2,1,0
107 04 0 027.00,SINGLE FAMILY,559  LOCKWOOD DR,NASHVILLE,2015-02-23,100000,No,0.37,4130,19000,88700,107700,1452.75,1961,3,1,0
107 14 0 157.00,SINGLE FAMILY,1003  BRILEY PKWY,NASHVILLE,2015-02-12,80000,No,0.22,3026,17000,64600,81600,834,1949,2,2,0
108 08 0 114.00,SINGLE FAMILY,3121  E LAKE DR,NASHVILLE,2015-02-06,98000,No,0.28,4132,22000,66500,88500,1054,1981,2,1,0
108 16 0 105.00,SINGLE FAMILY,1608  WESTERN SHORE DR,NASHVILLE,2015-02-04,136000,No,0.23,4132,22000,116200,138200,1188,1988,3,2,0
119 16 0 080.00,SINGLE FAMILY,934  DRUMMOND DR,NASHVILLE,2015-02-13,139000,No,0.66,3129,14300,97300,111600,1395,1958,2,1,0
119 16 0 084.00,DUPLEX,1006  DRUMMOND DR,NASHVILLE,2015-02-17,80000,No,0.99,3129,14300,87500,101800,1500,1958,4,3,0
120 05 0 183.00,SINGLE FAMILY,1304  WINTHORNE DR,NASHVILLE,2015-02-12,130000,No,0.36,3027,23000,127200,150200,2400,1963,3,2,0
120 09 0 064.00,SINGLE FAMILY,428  GLENPARK DR,NASHVILLE,2015-02-13,138000,No,0.32,3027,23000,75100,98100,1526,1963,3,1,1
120 10 0 077.00,SINGLE FAMILY,414  WEAVER DR,NASHVILLE,2015-02-10,198000,No,0.57,3027,23000,115700,139400,1752,1955,3,2,0
136 06 0 070.00,SINGLE FAMILY,284  CLEARLAKE DR W,NASHVILLE,2015-02-20,187400,No,0.36,6026,31000,117100,148500,2135,1976,4,3,0
136 13 0 148.00,SINGLE FAMILY,2697  PARK DALE DR,NASHVILLE,2015-02-23,103500,No,0.25,6028,23000,64100,87100,944,1988,3,1,1
148 08 0 215.00,SINGLE FAMILY,4649  LONG BR,ANTIOCH,2015-02-20,93900,No,0.17,3827,15500,70200,85700,1152,1979,3,1,1
149 03 0 035.00,SINGLE FAMILY,2522  EDGE O LAKE DR,NASHVILLE,2015-02-11,153000,No,0.26,6028,25000,81700,106700,1576,1967,4,2,0
149 03 0 093.00,ZERO LOT LINE,2424  SCOTT VALLEY DR,NASHVILLE,2015-02-17,68500,No,0.13,6028,16500,43700,60200,1008,1985,2,1,1
150 03 0 398.00,SINGLE FAMILY,820  DRESDEN CT,ANTIOCH,2015-02-26,142000,No,0.23,6027,27500,102000,129500,1652,1987,3,2,0
150 03 0 442.00,SINGLE FAMILY,3412  WESTCLIFFE CT,ANTIOCH,2015-02-02,145500,No,0.28,6027,27500,104600,132100,1840,1987,3,3,0
150 04 0 144.00,SINGLE FAMILY,1005  ESTURBRIDGE CT,ANTIOCH,2015-02-13,180000,No,0.31,4291,29500,131600,161100,2249,1987,4,3,0
150 05 0 048.00,SINGLE FAMILY,428  OWENDALE DR,ANTIOCH,2015-02-19,136500,No,0.28,6028,22000,85400,107400,1559,1968,3,2,0
150 05 0 054.00,SINGLE FAMILY,452  OWENDALE DR,ANTIOCH,2015-02-13,140000,No,0.28,6028,22000,100200,122200,2126,1969,4,1,1
150 05 0 353.00,SINGLE FAMILY,365  CEDARCLIFF RD,ANTIOCH,2015-02-10,127000,No,0.23,6028,20400,98400,118800,1814,1986,3,3,0
150 07 0 181.00,SINGLE FAMILY,3140  COUNTRY MEADOW RD,ANTIOCH,2015-02-18,145000,No,0.3,6027,27500,97800,125300,1877,1983,4,2,0
176 01 0 017.00,SINGLE FAMILY,3848  ROUND ROCK DR,ANTIOCH,2015-02-13,152000,No,0.5,6328,25000,107700,132700,1872,1996,3,2,0
081 04 0 187.00,SINGLE FAMILY,1905  3RD AVE N,NASHVILLE,2015-02-26,104680,No,0.19,126,40000,82300,122300,1512,2002,3,2,0
092 04 0 252.00,SINGLE FAMILY,906  MORRISON ST,NASHVILLE,2015-02-20,114500,No,0.13,126,40000,58900,98900,1164,1915,3,1,0
105 07 0 233.00,SINGLE FAMILY,610  HAMILTON AVE,NASHVILLE,2015-03-03,150000,No,0.2,3127,45000,86600,131600,832,1952,2,1,0
105 07 0 274.00,SINGLE FAMILY,129  RAINS AVE,NASHVILLE,2015-03-04,180000,No,0.17,3127,45000,144200,189200,1125,1999,3,2,0
105 07 0 381.00,SINGLE FAMILY,414  MOORE AVE,NASHVILLE,2015-03-31,405000,No,0.11,3127,17500,192400,209900,2056,2014,3,3,1
105 16 0 015.00,SINGLE FAMILY,1915  SEMINOLE AVE,NASHVILLE,2015-03-27,138500,No,0.27,3127,20000,68100,88100,1020,1950,3,1,0
106 14 0 114.00,SINGLE FAMILY,65  SCOBEY DR,NASHVILLE,2015-03-17,50000,No,0.29,3132,18000,57400,78400,800,1950,2,1,0
118 03 0 123.00,SINGLE FAMILY,2747  ROSEDALE PL,NASHVILLE,2015-03-30,229500,No,0.09,9126,34000,128400,162400,1410,1999,3,2,0
118 03 0 131.00,SINGLE FAMILY,2763  ROSEDALE PL,NASHVILLE,2015-03-17,236000,No,0.09,9126,34000,164200,198200,2177.66248,2000,3,2,1
119 01 0 306.00,SINGLE FAMILY,308  ORIEL AVE,NASHVILLE,2015-03-05,130500,No,0.16,3130,25000,53600,78600,690,1955,2,1,0
119 01 0 395.00,SINGLE FAMILY,2301  FOSTER AVE,NASHVILLE,2015-03-10,124000,No,0.19,3130,25000,52200,77200,796,1938,2,1,0
119 02 0 067.00,SINGLE FAMILY,214  STIRTON RD,NASHVILLE,2015-03-13,85000,No,0.25,3132,18000,74200,92200,1464,1956,2,1,0
119 03 0 032.00,SINGLE FAMILY,133  DODGE DR,NASHVILLE,2015-03-04,126500,No,0.26,3132,18000,81900,99900,1494,1956,2,1,0
119 05 0 253.00,SINGLE FAMILY,2508  FOSTER AVE,NASHVILLE,2015-03-20,44600,No,0.18,3130,25000,121400,147200,1764,1930,3,1,0
119 05 0 321.00,SINGLE FAMILY,110  JOYNER AVE,NASHVILLE,2015-03-16,75000,No,0.15,3130,25000,104200,129900,1107.57001,1930,2,2,0
119 06 0 002.00,SINGLE FAMILY,104  PEACHTREE ST,NASHVILLE,2015-03-23,130000,No,0.17,3130,25000,71100,100000,1088,1930,2,1,0
119 06 0 181.00,SINGLE FAMILY,69  JAY ST,NASHVILLE,2015-03-31,159600,No,0.27,3130,18000,75600,96900,704,1949,2,1,0
119 06 0 188.00,SINGLE FAMILY,69  ELBERTA ST,NASHVILLE,2015-03-24,210000,No,0.41,3130,18000,141100,159100,1376,2015,3,2,0
119 10 0 045.00,SINGLE FAMILY,2687  HARTFORD DR,NASHVILLE,2015-03-20,203500,No,0.39,3126,26000,138600,164600,1722,1957,4,2,0
119 10 0 048.00,SINGLE FAMILY,2693  HARTFORD DR,NASHVILLE,2015-03-26,75000,No,0.51,3126,26000,73200,100200,918,1947,1,1,0
119 13 0 141.00,SINGLE FAMILY,509  TIMMONS ST,NASHVILLE,2015-03-13,80000,No,0.2,3179,16000,261300,277300,2265.75,2016,3,2,1
119 13 0 243.00,SINGLE FAMILY,521  RADNOR ST,NASHVILLE,2015-03-10,80500,No,0.2,3179,16000,84600,100600,952,1945,2,1,0
119 15 0 046.00,SINGLE FAMILY,3109  SOUTHLAKE DR,NASHVILLE,2015-03-31,155000,No,0.32,3131,25000,107500,137800,1530,1955,3,2,0
119 15 0 105.00,SINGLE FAMILY,105  MILDRED CT,NASHVILLE,2015-03-26,169900,No,0.44,3131,25000,116700,141700,1863.98999,1962,3,1,1
119 16 0 002.00,SINGLE FAMILY,3130  GLENCLIFF RD,NASHVILLE,2015-03-10,166000,No,0.3,3131,17000,99500,116500,1014,1952,2,1,0
132 16 0 111.00,SINGLE FAMILY,414  LYNN DR,NASHVILLE,2015-03-26,189000,No,0.34,4026,35500,126900,163200,1250,1962,3,1,1
133 03 0 098.00,SINGLE FAMILY,3212  COLBY DR,NASHVILLE,2015-03-11,150000,No,0.39,3131,25000,72100,97100,1025,1956,2,1,0
133 03 0 124.00,SINGLE FAMILY,3315  DUMAS DR,NASHVILLE,2015-03-26,164000,No,0.37,3131,25000,109000,134000,1300,1958,3,2,1
133 05 0 020.00,SINGLE FAMILY,428  VERITAS ST,NASHVILLE,2015-03-03,212800,No,0.17,3179,16000,127700,146900,1482,1940,3,1,0
133 06 0 084.00,SINGLE FAMILY,3518  SANFORD AVE,NASHVILLE,2015-03-10,102000,No,0.21,3126,26000,99600,125600,1030,1959,2,1,1
133 06 0 100.00,SINGLE FAMILY,3603  FLORAL DR,NASHVILLE,2015-03-09,151500,No,0.31,3126,26000,94600,125100,1350,1956,2,1,0
133 06 0 208.00,SINGLE FAMILY,3722  TIBBS DR,NASHVILLE,2015-03-13,189900,No,0.27,3131,25000,103800,128800,1302,1955,2,1,0
133 07 0 013.00,SINGLE FAMILY,3311  COLBY DR,NASHVILLE,2015-03-10,120111,No,0.82,3131,25000,129900,155700,1778,1955,3,2,0
133 07 0 032.00,SINGLE FAMILY,3603  HEWLETT CT,NASHVILLE,2015-03-13,96500,No,0.39,3131,25000,81300,106300,1054,1955,2,1,0
133 07 0 188.00,SINGLE FAMILY,3335  MIMOSA DR,NASHVILLE,2015-03-13,72000,No,0.34,3131,25000,131700,156700,2350,1953,2,1,0
133 07 0 268.00,SINGLE FAMILY,190  EMPIRE DR,NASHVILLE,2015-03-23,175000,No,0.22,3131,18000,113900,133300,1920,1953,3,2,0
133 08 0 052.00,SINGLE FAMILY,221  ELYSIAN FIELDS RD,NASHVILLE,2015-03-06,130000,No,0.31,3926,21500,80100,101600,1234,1968,2,1,1
133 08 0 081.00,SINGLE FAMILY,836  REISCHA CT,NASHVILLE,2015-03-06,125000,No,0.31,3926,21500,83000,104500,1050,1982,3,1,0
133 11 0 045.00,SINGLE FAMILY,3826  SAM BONEY DR,NASHVILLE,2015-03-24,118000,No,0.23,3926,21500,83900,105400,1475,1963,4,1,1
133 12 0 262.00,SINGLE FAMILY,3825  ECKHART DR,NASHVILLE,2015-03-27,132000,No,0.22,3926,21500,93700,115200,1487,1978,3,1,1
133 14 0 025.00,SINGLE FAMILY,4710  ABBAY DR,NASHVILLE,2015-03-13,295000,No,0.32,4026,35500,187700,223200,1550,1955,2,2,0
133 16 0 046.00,SINGLE FAMILY,4852  ASTER DR,NASHVILLE,2015-03-06,105000,No,0.28,3926,21500,100400,123800,1261,1955,2,2,0
134 09 0 106.00,SINGLE FAMILY,605  REISCHA SUE LN,NASHVILLE,2015-03-31,128500,No,0.23,3926,21500,100600,122100,1502,1990,3,2,0
146 04 0 084.00,SINGLE FAMILY,4820  BRIARWOOD DR,NASHVILLE,2015-03-31,315875,No,1.27,4026,45300,198000,244100,1575,1964,3,2,0
146 07 0 100.00,SINGLE FAMILY,514  ARROWWOOD DR,NASHVILLE,2015-03-27,295000,No,0.78,4026,46000,238400,284400,2192,1955,2,2,0
146 08 0 112.00,SINGLE FAMILY,4923  TROUSDALE DR,NASHVILLE,2015-03-31,327025,No,0.64,4026,36800,220100,256900,1646,1955,3,1,0
146 08 0 149.00,SINGLE FAMILY,328  FIELDCREST DR,NASHVILLE,2015-03-11,276000,No,0.39,4026,46000,264500,310500,1930,1955,4,2,0
146 12 0 100.00,SINGLE FAMILY,503  ARROWWOOD DR,NASHVILLE,2015-03-25,383766,No,0.45,4026,46000,241300,287300,1883,1955,3,2,0
146 15 0 036.00,SINGLE FAMILY,640  DEVON DR,NASHVILLE,2015-03-20,408000,No,0.64,4026,47000,354700,401700,3019.5,1960,3,3,0
146 15 0 141.00,SINGLE FAMILY,629  ROCHELLE DR,NASHVILLE,2015-03-09,331000,No,0.4,4026,47000,254500,301500,1558,1960,3,1,1
146 16 0 163.00,SINGLE FAMILY,5207  TROUSDALE DR,NASHVILLE,2015-03-12,225000,No,0.43,4026,37600,168000,205600,1225,1957,2,1,1
147 01 0 186.00,SINGLE FAMILY,628  HARDING PL,NASHVILLE,2015-03-31,150000,No,0.29,4026,30200,150500,180700,1499,1961,3,1,1
147 05 0 002.00,SINGLE FAMILY,4841  BRIARWOOD DR,NASHVILLE,2015-03-10,192000,No,0.34,4026,38500,214500,253000,1600,1962,3,1,1
147 05 0 054.00,SINGLE FAMILY,4812  DANBY DR,NASHVILLE,2015-03-10,179377,No,0.28,4026,38500,133900,172400,1334,1961,3,1,1
147 05 0 210.00,SINGLE FAMILY,335  BLACKMAN RD,NASHVILLE,2015-03-18,231500,No,0.39,4026,32700,129900,162600,1551,1957,3,1,1
147 09 0 103.00,SINGLE FAMILY,5004  BRIARWOOD DR,NASHVILLE,2015-03-13,275000,No,0.49,4026,46000,199000,245000,1460,1960,3,2,0
147 10 0 161.00,SINGLE FAMILY,616  DURRETT DR,NASHVILLE,2015-03-31,90000,No,0.64,4028,32000,140600,172600,1388,1956,3,2,0
147 11 0 054.00,SINGLE FAMILY,504  LEEANNE DR,NASHVILLE,2015-03-10,176000,No,0.45,4028,32000,137700,173100,2269.75,1959,3,1,0
147 16 0 159.00,SINGLE FAMILY,4910  PEARSON PL,NASHVILLE,2015-03-20,71500,No,0.37,3927,21000,59300,80300,1178,1956,3,1,0
148 01 0 029.00,SINGLE FAMILY,3709  HILLBROOK DR,NASHVILLE,2015-03-24,101500,No,0.26,3927,26000,85100,122600,1308,1963,3,1,1
148 01 0 103.00,SINGLE FAMILY,347  WILLARD DR,NASHVILLE,2015-03-13,115000,No,0.89,3927,26000,79800,105800,1383,1960,2,1,0
160 04 0 030.00,SINGLE FAMILY,475  OAKLEY DR,NASHVILLE,2015-03-12,315000,No,0.52,4026,47000,237400,284400,2014,1955,3,1,1
160 08 0 028.00,SINGLE FAMILY,493  BRENTVIEW HILLS DR,NASHVILLE,2015-03-27,350000,No,0.83,4027,48000,221200,270700,2107.09998,1966,3,2,0
161 03 0 165.00,SINGLE FAMILY,548  MCMURRAY DR,NASHVILLE,2015-03-06,230000,No,1.81,4028,47800,201600,249400,2476,1961,3,2,0
161 08 0 013.00,SINGLE FAMILY,405  LARKWAY CT,NASHVILLE,2015-03-27,165000,No,0.57,4028,36500,79600,116100,1125,1960,2,1,0
161 09 0 111.00,ZERO LOT LINE,404  HILL RD,NASHVILLE,2015-03-06,140000,No,0.22,4027,28800,126200,155000,1780.5,1984,3,2,0
161 13 0 022.00,ZERO LOT LINE,5715  BRENTWOOD MEADOWS CIR,BRENTWOOD,2015-03-06,159900,No,0.29,4027,28800,82800,111600,1164,1986,2,2,1
162 01 0 024.00,DUPLEX,204  RAYWOOD CT,NASHVILLE,2015-03-30,110000,No,0.66,3927,25000,111500,136500,2569.75,1961,2,2,0
162 03 0 043.00,SINGLE FAMILY,4944  CIMARRON WAY,ANTIOCH,2015-03-27,155000,No,0.29,3928,17000,100600,117600,1628,1972,4,2,0
162 03 0 284.00,SINGLE FAMILY,616  ST CLOUD DR,ANTIOCH,2015-03-27,98000,No,0.22,3928,17000,66900,83900,1025,1975,3,1,0
162 05 0 157.00,SINGLE FAMILY,324  ASH GROVE DR,NASHVILLE,2015-03-12,126900,No,0.32,3929,24000,88100,112100,1911,1971,3,2,0
162 06 0 031.00,SINGLE FAMILY,208  OLD TUSCULUM RD,ANTIOCH,2015-03-11,135000,No,0.32,3929,24000,70900,94900,1375,1969,3,1,0
162 06 0 237.00,SINGLE FAMILY,212  DELVIN DR,ANTIOCH,2015-03-26,110000,No,0.23,3929,24000,73200,98700,1325,1973,3,1,1
162 06 0 248.00,SINGLE FAMILY,132  VALLEY GREEN DR,ANTIOCH,2015-03-02,124000,No,0.23,3929,24000,78900,102900,1304,1973,3,1,1
162 06 0 275.00,SINGLE FAMILY,178  OCALA DR,NASHVILLE,2015-03-31,70000,No,0.23,3929,24000,79900,103900,1335,1973,3,1,1
162 07 0 230.00,DUPLEX,213  LEESHAN CT,ANTIOCH,2015-03-23,136000,No,0.3,3929,24000,79400,103400,1920,1981,8,4,0
162 08 0 006.00,SINGLE FAMILY,60  TUSCULUM RD,ANTIOCH,2015-03-24,158000,No,0.23,3929,24000,109700,133700,1696,1968,3,2,0
162 08 0 059.00,SINGLE FAMILY,4920  SHIHMEN DR,ANTIOCH,2015-03-31,87600,No,0.29,3928,17000,74600,91600,1050,1972,3,1,0
162 10 0 096.00,SINGLE FAMILY,625  SUE DR,ANTIOCH,2015-03-13,132900,No,0.32,3929,24000,83900,107900,1739,1974,4,2,0
162 13 0 122.00,SINGLE FAMILY,116  VICKEY CT,NASHVILLE,2015-03-12,73000,No,0.3,4079,25000,98100,123100,1476.25,1978,3,2,0
162 13 0 123.00,SINGLE FAMILY,120  VICKEY CT,NASHVILLE,2015-03-25,84500,No,0.32,4079,25000,98500,123500,1350.075,1978,3,2,0
162 16 0 015.00,ZERO LOT LINE,509  CLUBHOUSE CT,ANTIOCH,2015-03-30,70000,No,0.31,3947,18000,44400,62400,1438.375,1984,2,2,0
172 00 0 161.00,SINGLE FAMILY,131  HOLT HILLS RD,NASHVILLE,2015-03-23,192000,No,1.66,6427,68900,155600,229000,1932,1985,3,2,0
172 02 0 102.00,SINGLE FAMILY,5648  MYRTLEWOOD DR,NASHVILLE,2015-03-30,312000,No,0.5,4027,67000,223700,290700,2566,1991,4,2,1
172 02 0 111.00,SINGLE FAMILY,6028  DEER TRCE,NASHVILLE,2015-03-23,379500,No,0.77,4027,67000,300400,367400,3584,1994,3,2,1
172 09 0 009.00,SINGLE FAMILY,6509  TURNBERRY WAY,BRENTWOOD,2015-03-02,392000,No,0.48,4056,61000,311000,372000,3555.5,2001,4,2,1
172 10 0 007.00,SINGLE FAMILY,5061  MARC DR,NASHVILLE,2015-03-20,329999,No,1.05,4027,68100,214000,290200,2666,1976,4,2,0
173 01 0 277.00,ZERO LOT LINE,429  CEDARCREEK TRL,NASHVILLE,2015-03-03,60000,No,0.13,4079,16000,45600,61600,754,1983,2,1,0
091 13 0 230.00,SINGLE FAMILY,424  CROLEY DR,NASHVILLE,2015-03-23,150000,No,0.24,3330,32000,58400,100500,912,1947,3,1,0
091 15 0 183.00,SINGLE FAMILY,5103  NEVADA AVE,NASHVILLE,2015-03-19,270000,No,0.21,2526,120000,261000,391200,3085.5,1920,4,3,1
091 15 0 189.00,SINGLE FAMILY,5108  DAKOTA AVE,NASHVILLE,2015-03-25,679900,No,0.17,2526,120000,470800,590800,3286,2012,3,3,0
091 15 0 209.00,SINGLE FAMILY,322  51ST AVE N,NASHVILLE,2015-03-27,255750,No,0.17,2526,150000,72400,222700,737,1940,2,1,0
092 03 0 173.00,SINGLE FAMILY,2121  ALBION ST,NASHVILLE,2015-03-10,80000,No,0.18,1129,11000,69400,80400,1040,1990,3,2,0
092 06 0 599.00,SINGLE FAMILY,718  26TH AVE N,NASHVILLE,2015-03-02,50000,No,0.18,1129,11000,46200,57200,1010,1960,2,1,0
092 07 0 182.00,SINGLE FAMILY,2011  BRITT PL,NASHVILLE,2015-03-30,123000,No,0.16,326,6000,95300,101300,1113,1997,3,2,0
092 07 0 228.00,SINGLE FAMILY,745  22ND AVE N,NASHVILLE,2015-03-19,40500,No,0.11,1129,11000,25400,36400,624,1940,2,1,0
092 13 0 390.00,VACANT RESIDENTIAL LAND,3323  NEVADA AVE,NASHVILLE,2015-03-16,465000,No,0.16,1126,65000,452500,517500,2737,2016,4,3,1
092 13 0 391.00,VACANT RESIDENTIAL LAND,3321  NEVADA AVE,NASHVILLE,2015-03-16,465000,No,0.2,1126,65000,443900,508900,2564,2016,4,4,0
102 08 0 037.00,SINGLE FAMILY,843  RUSSLEO DR,NASHVILLE,2015-03-23,298000,No,0.61,4426,115000,146200,261200,1989.35999,1953,2,1,1
102 11 0 052.00,SINGLE FAMILY,6808  FLEETWOOD DR,NASHVILLE,2015-03-30,174100,No,0.99,4426,115000,128100,243100,1390,1954,3,1,0
102 14 0 010.00,SINGLE FAMILY,1019  DOWNEY DR,NASHVILLE,2015-03-26,210000,No,0.9,4428,132000,110900,254300,2196,1962,4,3,0
102 16 0 047.00,SINGLE FAMILY,531  W HILLWOOD DR,NASHVILLE,2015-03-27,531000,No,0.97,4427,190000,286600,476600,2513,1957,3,2,0
103 04 0 111.00,SINGLE FAMILY,4411  WYOMING AVE,NASHVILLE,2015-03-31,400000,No,0.14,2526,150000,170600,320600,2069.5,1918,4,2,1
103 04 0 304.00,SINGLE FAMILY,209  SENTINEL DR,NASHVILLE,2015-03-24,397000,No,0.3,1126,65000,164500,231500,1980,1955,3,2,0
103 04 0 310.00,SINGLE FAMILY,3831  SENTINEL DR,NASHVILLE,2015-03-27,274900,No,0.29,1126,65000,123100,188100,1026,1989,1,0,0
103 04 0 400.00,SINGLE FAMILY,4114  COLORADO AVE,NASHVILLE,2015-03-27,730000,No,0.36,2526,165000,342500,507500,3131.25,1915,4,2,0
103 06 0 104.00,SINGLE FAMILY,5635  KENDALL DR,NASHVILLE,2015-03-31,308000,No,0.32,3332,65000,189300,254300,1444,1964,3,2,0
103 06 0 245.00,ZERO LOT LINE,410  ALDEN CT,NASHVILLE,2015-03-26,410000,No,0.11,3332,45500,207200,270600,1952,1985,3,2,1
